NODE_KEY                        ,PRODUCT_ID,TYPE_CODE,CATEGORY                                  ,DESC_GUID                         ,SUPPLIER_GUID                     ,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE   ,WEIGHT_UNIT,CURRENCY_CODE,PRICE               ,WIDTH            ,DEPTH            ,HEIGHT           ,DIM_UNIT
74867AD200E41EDBA5D8B06B26F06052,HT-1082   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885D1E052  ,74867AD200E41EDBA5D8B06885B04052  ,1,EA          ,3.2,KG         ,ARS          ,169.00,33.00,41.00,12.00,CM      
74867AD200E41EDBA5D8B06B26F08052,HT-1083   ,PR       ,Scanners                                  ,74867AD200E41EDBA5D8B06885D22052  ,74867AD200E41EDBA5D8B06885B06052  ,1,EA          ,3.2,KG         ,CNY          ,189.00,35.00,40.00,10.00,CM      
74867AD200E41EDBA5D8B06B26F0A052,HT-1085   ,PR       ,Multifunction Printers                    ,74867AD200E41EDBA5D8B06885D26052  ,74867AD200E41EDBA5D8B06885B08052  ,1,EA          ,23.2,KG         ,DKK          ,1499.00,45.00,42.00,22.00,CM      
74867AD200E41EDBA5D8B06B26F0C052,HT-1090   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885D2A052  ,74867AD200E41EDBA5D8B06885B0A052  ,1,EA          ,3,KG         ,EUR          ,39.00,12.00,10.00,16.00,CM      
74867AD200E41EDBA5D8B06B26F0E052,HT-1091   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885D2E052  ,74867AD200E41EDBA5D8B06885AB2052  ,1,EA          ,1.4,KG         ,EUR          ,26.00,13.00,11.00,17.50,CM      
74867AD200E41EDBA5D8B06B26F10052,HT-1092   ,PR       ,Speakers                                  ,74867AD200E41EDBA5D8B06885D32052  ,74867AD200E41EDBA5D8B06885AB4052  ,1,EA          ,2.1,KG         ,EUR          ,45.00,12.40,10.40,18.10,CM      
74867AD200E41EDBA5D8B06B26F12052,HT-1100   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D36052  ,74867AD200E41EDBA5D8B06885AB6052  ,1,EA          ,1.2,KG         ,USD          ,89.90,15.00,6.50,2.10,CM      
74867AD200E41EDBA5D8B06B26F14052,HT-1101   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D3A052  ,74867AD200E41EDBA5D8B06885AB8052  ,1,EA          ,0.8,KG         ,EUR          ,79.90,14.00,6.70,24.00,CM      
74867AD200E41EDBA5D8B06B26F16052,HT-1102   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D3E052  ,74867AD200E41EDBA5D8B06885ABA052  ,1,EA          ,0.8,KG         ,USD          ,69.00,16.00,6.00,27.00,CM      
74867AD200E41EDBA5D8B06B26F18052,HT-1103   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D42052  ,74867AD200E41EDBA5D8B06885ABC052  ,1,EA          ,0.8,KG         ,EUR          ,77.00,11.00,3.40,22.00,CM      
74867AD200E41EDBA5D8B06B26F1A052,HT-1104   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D46052  ,74867AD200E41EDBA5D8B06885ABE052  ,1,EA          ,1.1,KG         ,JPY          ,55.00,10.00,3.00,30.00,CM      
74867AD200E41EDBA5D8B06B26F1C052,HT-1105   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D4A052  ,74867AD200E41EDBA5D8B06885AC0052  ,1,EA          ,0.7,KG         ,EUR          ,29.00,16.00,4.00,21.00,CM      
74867AD200E41EDBA5D8B06B26F1E052,HT-1106   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D4E052  ,74867AD200E41EDBA5D8B06885AC2052  ,1,EA          ,0.9,KG         ,MXN          ,34.00,17.90,4.20,23.10,CM      
74867AD200E41EDBA5D8B06B26F20052,HT-1107   ,PR       ,Software                                  ,74867AD200E41EDBA5D8B06885D52052  ,74867AD200E41EDBA5D8B06885AC4052  ,1,EA          ,0.5,KG         ,ARS          ,29.90,12.00,1.50,19.00,CM      
74867AD200E41EDBA5D8B06B26F22052,HT-1110   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D56052  ,74867AD200E41EDBA5D8B06885AC6052  ,1,EA          ,0.03,KG         ,USD          ,8.90,20.00,8.00,4.30,CM      
74867AD200E41EDBA5D8B06B26F24052,HT-1111   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D5A052  ,74867AD200E41EDBA5D8B06885AC8052  ,1,EA          ,0.02,KG         ,EUR          ,6.90,31.00,9.00,7.00,CM      
74867AD200E41EDBA5D8B06B26F26052,HT-1112   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D5E052  ,74867AD200E41EDBA5D8B06885ACA052  ,1,EA          ,0.075,KG         ,GBP          ,39.00,9.00,8.20,1.30,CM      
74867AD200E41EDBA5D8B06B26F28052,HT-1113   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D62052  ,74867AD200E41EDBA5D8B06885ACC052  ,1,EA          ,0.05,KG         ,EUR          ,2.30,2.00,2.00,0.10,CM      
74867AD200E41EDBA5D8B06B26F2A052,HT-1114   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D66052  ,74867AD200E41EDBA5D8B06885ACE052  ,1,EA          ,1.8,KG         ,USD          ,31.00,42.00,32.00,7.00,CM      
74867AD200E41EDBA5D8B06B26F2C052,HT-1115   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885D6A052  ,74867AD200E41EDBA5D8B06885AD0052  ,1,EA          ,0.45,KG         ,CAD          ,49.00,19.30,18.00,5.00,CM      
74867AD200E41EDBA5D8B06B26F2E052,HT-1116   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885D6E052  ,74867AD200E41EDBA5D8B06885AD2052  ,1,EA          ,0.45,KG         ,MXN          ,59.00,19.30,18.00,5.00,CM      
74867AD200E41EDBA5D8B06B26F30052,HT-1117   ,PR       ,Telecommunications                        ,74867AD200E41EDBA5D8B06885D72052  ,74867AD200E41EDBA5D8B06885AD4052  ,1,EA          ,0.45,KG         ,EUR          ,69.00,19.30,18.00,5.00,CM      
74867AD200E41EDBA5D8B06B26F32052,HT-1118   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885D76052  ,74867AD200E41EDBA5D8B06885AD6052  ,1,EA          ,0.015,KG         ,ARS          ,35.00,1.50,8.70,1.20,CM      
74867AD200E41EDBA5D8B06B26F34052,HT-1120   ,PR       ,Keyboards                                 ,74867AD200E41EDBA5D8B06885D7A052  ,74867AD200E41EDBA5D8B06885AD8052  ,1,EA          ,1,KG         ,EUR          ,29.00,51.40,23.00,4.00,CM      
74867AD200E41EDBA5D8B06B26F36052,HT-1137   ,PR       ,Flat Screen Monitors                      ,74867AD200E41EDBA5D8B06885D7E052  ,74867AD200E41EDBA5D8B06885ADA052  ,1,EA          ,18,KG         ,RUB          ,1430.00,54.00,22.00,38.00,CM      
74867AD200E41EDBA5D8B06B26F38052,HT-1138   ,PR       ,Mice                                      ,74867AD200E41EDBA5D8B06885D82052  ,74867AD200E41EDBA5D8B06885ADC052  ,1,EA          ,0.02,KG         ,USD          ,23.00,0.30,0.50,1.00,CM      
74867AD200E41EDBA5D8B06B26F3A052,HT-1210   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885D86052  ,74867AD200E41EDBA5D8B06885ADE052  ,1,EA          ,2.3,KG         ,EUR          ,2399.00,28.00,31.00,43.00,CM      
74867AD200E41EDBA5D8B06B26F3C052,HT-1500   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885D8A052  ,74867AD200E41EDBA5D8B06885AE0052  ,1,EA          ,18,KG         ,EUR          ,5000.00,34.00,35.00,23.00,CM      
74867AD200E41EDBA5D8B06B26F3E052,HT-1501   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885D8E052  ,74867AD200E41EDBA5D8B06885AE2052  ,1,EA          ,25,KG         ,JPY          ,15000.00,29.00,30.00,27.00,CM      
74867AD200E41EDBA5D8B06B26F40052,HT-1502   ,PR       ,Servers                                   ,74867AD200E41EDBA5D8B06885D92052  ,74867AD200E41EDBA5D8B06885AE4052  ,1,EA          ,35,KG         ,EUR          ,25000.00,22.00,27.30,37.00,CM      
74867AD200E41EDBA5D8B06B26F42052,HT-6130   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885D96052  ,74867AD200E41EDBA5D8B06885AE6052  ,1,EA          ,2.6,KG         ,EUR          ,1459.00,78.00,22.10,55.00,CM      
74867AD200E41EDBA5D8B06B26F44052,HT-6131   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885D9A052  ,74867AD200E41EDBA5D8B06885AE8052  ,1,EA          ,2.2,KG         ,ARS          ,1199.00,99.10,26.00,61.00,CM      
74867AD200E41EDBA5D8B06B26F46052,HT-6132   ,PR       ,Flat Screen TVs                           ,74867AD200E41EDBA5D8B06885D9E052  ,74867AD200E41EDBA5D8B06885AEA052  ,1,EA          ,1.8,KG         ,BRL          ,899.00,128.00,23.00,79.10,CM      
74867AD200E41EDBA5D8B06B26F48052,HT-7030   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885DA2052  ,74867AD200E41EDBA5D8B06885AEC052  ,1,EA          ,0.5,KG         ,CAD          ,549.00,8.10,13.00,12.10,CM      
74867AD200E41EDBA5D8B06B26F4A052,HT-7020   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885DA6052  ,74867AD200E41EDBA5D8B06885AEE052  ,1,EA          ,0.5,KG         ,CHF          ,549.00,8.10,13.00,12.10,CM      
74867AD200E41EDBA5D8B06B26F4C052,HT-7010   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885DAA052  ,74867AD200E41EDBA5D8B06885AF0052  ,1,EA          ,0.5,KG         ,USD          ,549.00,8.10,13.00,12.10,CM      
74867AD200E41EDBA5D8B06B26F4E052,HT-7000   ,PR       ,PDAs & Organizers                         ,74867AD200E41EDBA5D8B06885DAE052  ,74867AD200E41EDBA5D8B06885AF2052  ,1,EA          ,0.5,KG         ,EUR          ,549.00,8.10,13.00,12.10,CM      
74867AD200E41EDBA5D8B06B26F50052,HT-1095   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885DB2052  ,74867AD200E41EDBA5D8B06885AF4052  ,1,EA          ,80,G          ,USD          ,49.00,24.00,19.00,23.00,CM      
74867AD200E41EDBA5D8B06B26F52052,HT-1096   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885DB6052  ,74867AD200E41EDBA5D8B06885AF6052  ,1,EA          ,130,G          ,JPY          ,39.00,25.00,17.00,19.00,CM      
74867AD200E41EDBA5D8B06B26F54052,HT-1097   ,PR       ,Headsets                                  ,74867AD200E41EDBA5D8B06885DBA052  ,74867AD200E41EDBA5D8B06885AF8052  ,1,EA          ,60,G          ,ARS          ,29.00,21.30,2.40,19.70,CM      
74867AD200E41EDBA5D8B06B26F56052,HT-6123   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885DBE052  ,74867AD200E41EDBA5D8B06885AFA052  ,1,EA          ,267,G          ,ZAR          ,299.00,4.00,6.00,0.80,CM      
74867AD200E41EDBA5D8B06B26F58052,HT-6122   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885DC2052  ,74867AD200E41EDBA5D8B06885AFC052  ,1,EA          ,266,G          ,USD          ,167.00,5.10,8.00,9.20,CM      
74867AD200E41EDBA5D8B06B26F5A052,HT-6121   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885DC6052  ,74867AD200E41EDBA5D8B06885AFE052  ,1,EA          ,134,G          ,EUR          ,63.00,5.10,8.00,9.20,CM      
74867AD200E41EDBA5D8B06B26F5C052,HT-6120   ,PR       ,MP3 Players                               ,74867AD200E41EDBA5D8B06885DCA052  ,74867AD200E41EDBA5D8B06885B00052  ,1,EA          ,134,G          ,INR          ,45.00,1.50,6.00,1.00,CM      
74867AD200E41EDBA5D8B06B26F5E052,HT-6111   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885DCE052  ,74867AD200E41EDBA5D8B06885B02052  ,1,EA          ,3.1,KG         ,PLN          ,288.00,38.00,26.00,6.20,CM      
74867AD200E41EDBA5D8B06B26F60052,HT-6110   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885DD2052  ,74867AD200E41EDBA5D8B06885B04052  ,1,EA          ,2.4,KG         ,ARS          ,130.00,37.00,24.00,6.00,CM      
74867AD200E41EDBA5D8B06B26F62052,HT-6102   ,PR       ,Projectors                                ,74867AD200E41EDBA5D8B06885DD6052  ,74867AD200E41EDBA5D8B06885B06052  ,1,EA          ,2.5,KG         ,CNY          ,889.00,30.40,23.10,23.00,CM      
74867AD200E41EDBA5D8B06B26F64052,HT-6101   ,PR       ,Projectors                                ,74867AD200E41EDBA5D8B06885DDA052  ,74867AD200E41EDBA5D8B06885B08052  ,1,EA          ,2,KG         ,DKK          ,679.00,30.40,23.10,23.00,CM      
74867AD200E41EDBA5D8B06B26F66052,HT-2002   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885DDE052  ,74867AD200E41EDBA5D8B06885B0A052  ,1,EA          ,0.72,KG         ,EUR          ,853.99,21.00,16.50,14.00,CM      
74867AD200E41EDBA5D8B06B26F68052,HT-6100   ,PR       ,Projectors                                ,74867AD200E41EDBA5D8B06885DE2052  ,74867AD200E41EDBA5D8B06885AB2052  ,1,EA          ,1.7,KG         ,EUR          ,469.00,30.40,23.10,23.00,CM      
74867AD200E41EDBA5D8B06B26F6A052,HT-2027   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885DE6052  ,74867AD200E41EDBA5D8B06885AB4052  ,1,EA          ,0.15,KG         ,EUR          ,8.99,5.50,2.00,2.00,CM      
74867AD200E41EDBA5D8B06B26F6C052,HT-2026   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885DEA052  ,74867AD200E41EDBA5D8B06885AB6052  ,1,EA          ,0.2,KG         ,USD          ,29.99,21.00,10.20,13.00,CM      
74867AD200E41EDBA5D8B06B26F6E052,HT-2025   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885DEE052  ,74867AD200E41EDBA5D8B06885AB8052  ,1,EA          ,0.65,KG         ,EUR          ,44.99,13.00,13.00,20.00,CM      
74867AD200E41EDBA5D8B06B26F70052,HT-2001   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885DF2052  ,74867AD200E41EDBA5D8B06885ABA052  ,1,EA          ,0.84,KG         ,USD          ,449.99,24.00,19.50,29.00,CM      
74867AD200E41EDBA5D8B06B26F72052,HT-2000   ,PR       ,Portable Players                          ,74867AD200E41EDBA5D8B06885DF6052  ,74867AD200E41EDBA5D8B06885ABC052  ,1,EA          ,0.79,KG         ,EUR          ,249.99,21.40,19.00,27.60,CM      
74867AD200E41EDBA5D8B06B26F74052,HT-1603   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885DFA052  ,74867AD200E41EDBA5D8B06885ABE052  ,1,EA          ,6.8,KG         ,JPY          ,1700.00,27.00,28.00,42.00,CM      
74867AD200E41EDBA5D8B06B26F76052,HT-1602   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885DFE052  ,74867AD200E41EDBA5D8B06885AC0052  ,1,EA          ,5.9,KG         ,EUR          ,1200.00,26.50,34.00,47.00,CM      
74867AD200E41EDBA5D8B06B26F78052,HT-1601   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885E02052  ,74867AD200E41EDBA5D8B06885AC2052  ,1,EA          ,5.3,KG         ,MXN          ,900.00,25.00,31.70,40.20,CM      
74867AD200E41EDBA5D8B06B26F7A052,HT-1600   ,PR       ,PCs                                       ,74867AD200E41EDBA5D8B06885E06052  ,74867AD200E41EDBA5D8B06885AC4052  ,1,EA          ,4.8,KG         ,ARS          ,600.00,21.40,29.00,38.00,CM      
74867AD200E41EDBA5D8B06B26F7C052,HT-1119   ,PR       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885E0A052  ,74867AD200E41EDBA5D8B06885AC6052  ,1,EA          ,88,G          ,USD          ,79.00,2.00,3.10,3.90,CM      
